split,image_path,label_path
train,dataset\train\images\1_16-xcx_mp4-431_jpg.rf.47aefc97c776a8f29956adede00fe051.jpg,dataset\train\labels\1_16-xcx_mp4-431_jpg.rf.47aefc97c776a8f29956adede00fe051.txt
train,dataset\train\images\1_16-xcx_mp4-432_jpg.rf.2c3c6e6e7a4bcdec09d4a87b2c528ca4.jpg,dataset\train\labels\1_16-xcx_mp4-432_jpg.rf.2c3c6e6e7a4bcdec09d4a87b2c528ca4.txt
train,dataset\train\images\1_16-xcx_mp4-433_jpg.rf.86672a12becd0e973d82653faa5a6422.jpg,dataset\train\labels\1_16-xcx_mp4-433_jpg.rf.86672a12becd0e973d82653faa5a6422.txt
train,dataset\train\images\1_16-xcx_mp4-434_jpg.rf.f8c01931bd0c17fdfceb2df59245a54e.jpg,dataset\train\labels\1_16-xcx_mp4-434_jpg.rf.f8c01931bd0c17fdfceb2df59245a54e.txt
train,dataset\train\images\1_16-xcx_mp4-436_jpg.rf.a51adda46f2441fa0fd7ca8958af97ba.jpg,dataset\train\labels\1_16-xcx_mp4-436_jpg.rf.a51adda46f2441fa0fd7ca8958af97ba.txt
train,dataset\train\images\1_16-xcx_mp4-437_jpg.rf.3a618f3d9804c740cb9d332eb5674a06.jpg,dataset\train\labels\1_16-xcx_mp4-437_jpg.rf.3a618f3d9804c740cb9d332eb5674a06.txt
train,dataset\train\images\1_16-xcx_mp4-438_jpg.rf.31f4907635bb4479a8187abef3d3d2a9.jpg,dataset\train\labels\1_16-xcx_mp4-438_jpg.rf.31f4907635bb4479a8187abef3d3d2a9.txt
train,dataset\train\images\1_16-xcx_mp4-439_jpg.rf.b0cae6066d6da4846b12a87db2eb9ce1.jpg,dataset\train\labels\1_16-xcx_mp4-439_jpg.rf.b0cae6066d6da4846b12a87db2eb9ce1.txt
train,dataset\train\images\1_16-xcx_mp4-43_jpg.rf.3b221130f4dbfd09f8e728f2a4144a86.jpg,dataset\train\labels\1_16-xcx_mp4-43_jpg.rf.3b221130f4dbfd09f8e728f2a4144a86.txt
train,dataset\train\images\1_16-xcx_mp4-441_jpg.rf.324837df79a470dec4d86cf3b882c86e.jpg,dataset\train\labels\1_16-xcx_mp4-441_jpg.rf.324837df79a470dec4d86cf3b882c86e.txt
train,dataset\train\images\1_16-xcx_mp4-442_jpg.rf.82f590d5952a142e4988e07f8a4780e4.jpg,dataset\train\labels\1_16-xcx_mp4-442_jpg.rf.82f590d5952a142e4988e07f8a4780e4.txt
train,dataset\train\images\1_16-xcx_mp4-443_jpg.rf.73b7f40b99d5325f2ae92656a929476f.jpg,dataset\train\labels\1_16-xcx_mp4-443_jpg.rf.73b7f40b99d5325f2ae92656a929476f.txt
train,dataset\train\images\1_16-xcx_mp4-446_jpg.rf.b31698848f9542338f697bb3b8e8af98.jpg,dataset\train\labels\1_16-xcx_mp4-446_jpg.rf.b31698848f9542338f697bb3b8e8af98.txt
train,dataset\train\images\1_16-xcx_mp4-448_jpg.rf.30ce6bc0106720816d60b2903b6c0a97.jpg,dataset\train\labels\1_16-xcx_mp4-448_jpg.rf.30ce6bc0106720816d60b2903b6c0a97.txt
train,dataset\train\images\1_16-xcx_mp4-449_jpg.rf.a76b05caa20514fb5c65df924d3de7ac.jpg,dataset\train\labels\1_16-xcx_mp4-449_jpg.rf.a76b05caa20514fb5c65df924d3de7ac.txt
train,dataset\train\images\1_16-xcx_mp4-451_jpg.rf.f51f0f3e96c0d15b1801ba211e201f8c.jpg,dataset\train\labels\1_16-xcx_mp4-451_jpg.rf.f51f0f3e96c0d15b1801ba211e201f8c.txt
train,dataset\train\images\1_16-xcx_mp4-452_jpg.rf.63fb83c6cab764d5e94ab2613ce063f3.jpg,dataset\train\labels\1_16-xcx_mp4-452_jpg.rf.63fb83c6cab764d5e94ab2613ce063f3.txt
train,dataset\train\images\1_16-xcx_mp4-453_jpg.rf.91d69e80d456186a506f84022049f800.jpg,dataset\train\labels\1_16-xcx_mp4-453_jpg.rf.91d69e80d456186a506f84022049f800.txt
train,dataset\train\images\1_16-xcx_mp4-456_jpg.rf.7d5919e025cc687bd358bd09f8dd5d59.jpg,dataset\train\labels\1_16-xcx_mp4-456_jpg.rf.7d5919e025cc687bd358bd09f8dd5d59.txt
train,dataset\train\images\1_16-xcx_mp4-461_jpg.rf.3b90d839900490a88c63a0f6cb5c1c0f.jpg,dataset\train\labels\1_16-xcx_mp4-461_jpg.rf.3b90d839900490a88c63a0f6cb5c1c0f.txt
train,dataset\train\images\1_16-xcx_mp4-462_jpg.rf.27bda62b7713bac6ba710f6a93b4b5b7.jpg,dataset\train\labels\1_16-xcx_mp4-462_jpg.rf.27bda62b7713bac6ba710f6a93b4b5b7.txt
train,dataset\train\images\1_16-xcx_mp4-463_jpg.rf.b756a38b2a9f7b043075dbbc79505468.jpg,dataset\train\labels\1_16-xcx_mp4-463_jpg.rf.b756a38b2a9f7b043075dbbc79505468.txt
train,dataset\train\images\1_16-xcx_mp4-464_jpg.rf.eb631b00f0a65b9eeda36ed901927db0.jpg,dataset\train\labels\1_16-xcx_mp4-464_jpg.rf.eb631b00f0a65b9eeda36ed901927db0.txt
train,dataset\train\images\1_16-xcx_mp4-468_jpg.rf.e62828b051f7c29da9fbeedb780c6ff1.jpg,dataset\train\labels\1_16-xcx_mp4-468_jpg.rf.e62828b051f7c29da9fbeedb780c6ff1.txt
train,dataset\train\images\1_16-xcx_mp4-469_jpg.rf.6774e5285ce993ef9775f7d6e5a92ce4.jpg,dataset\train\labels\1_16-xcx_mp4-469_jpg.rf.6774e5285ce993ef9775f7d6e5a92ce4.txt
train,dataset\train\images\1_16-xcx_mp4-46_jpg.rf.ebd0c89e868aa429f7c8b1417035f194.jpg,dataset\train\labels\1_16-xcx_mp4-46_jpg.rf.ebd0c89e868aa429f7c8b1417035f194.txt
train,dataset\train\images\1_16-xcx_mp4-470_jpg.rf.6d37edb4ebda771ace9b337327bbe072.jpg,dataset\train\labels\1_16-xcx_mp4-470_jpg.rf.6d37edb4ebda771ace9b337327bbe072.txt
train,dataset\train\images\1_16-xcx_mp4-471_jpg.rf.6ef0683b21941718611982973fa470c1.jpg,dataset\train\labels\1_16-xcx_mp4-471_jpg.rf.6ef0683b21941718611982973fa470c1.txt
train,dataset\train\images\1_16-xcx_mp4-472_jpg.rf.51631a14c6b3d75f143a89a0936faeaa.jpg,dataset\train\labels\1_16-xcx_mp4-472_jpg.rf.51631a14c6b3d75f143a89a0936faeaa.txt
train,dataset\train\images\1_16-xcx_mp4-474_jpg.rf.76364d049c38de4f1ddc6ff89ad3ece3.jpg,dataset\train\labels\1_16-xcx_mp4-474_jpg.rf.76364d049c38de4f1ddc6ff89ad3ece3.txt
train,dataset\train\images\1_16-xcx_mp4-477_jpg.rf.fafe6ec95cd0363b343053f56a08abc1.jpg,dataset\train\labels\1_16-xcx_mp4-477_jpg.rf.fafe6ec95cd0363b343053f56a08abc1.txt
train,dataset\train\images\1_16-xcx_mp4-478_jpg.rf.329a119c7312c4cf52873d1b64047875.jpg,dataset\train\labels\1_16-xcx_mp4-478_jpg.rf.329a119c7312c4cf52873d1b64047875.txt
train,dataset\train\images\1_16-xcx_mp4-47_jpg.rf.7690a253ec2efa5c06219e7da0fdce43.jpg,dataset\train\labels\1_16-xcx_mp4-47_jpg.rf.7690a253ec2efa5c06219e7da0fdce43.txt
train,dataset\train\images\1_16-xcx_mp4-482_jpg.rf.084d2192f6b4637d010254fdba151e90.jpg,dataset\train\labels\1_16-xcx_mp4-482_jpg.rf.084d2192f6b4637d010254fdba151e90.txt
train,dataset\train\images\1_16-xcx_mp4-483_jpg.rf.2108d0839644589c806ad6a0de60ef32.jpg,dataset\train\labels\1_16-xcx_mp4-483_jpg.rf.2108d0839644589c806ad6a0de60ef32.txt
train,dataset\train\images\1_16-xcx_mp4-484_jpg.rf.9cfa5dda80728b2c27578dd3aa41fc99.jpg,dataset\train\labels\1_16-xcx_mp4-484_jpg.rf.9cfa5dda80728b2c27578dd3aa41fc99.txt
train,dataset\train\images\1_16-xcx_mp4-485_jpg.rf.dc05a12448f419b3ff84c02345647450.jpg,dataset\train\labels\1_16-xcx_mp4-485_jpg.rf.dc05a12448f419b3ff84c02345647450.txt
train,dataset\train\images\1_16-xcx_mp4-486_jpg.rf.f1c9aa13e2f6be298bb7998a8af5ff6d.jpg,dataset\train\labels\1_16-xcx_mp4-486_jpg.rf.f1c9aa13e2f6be298bb7998a8af5ff6d.txt
train,dataset\train\images\1_16-xcx_mp4-487_jpg.rf.5198f67d549c4bb8bbbbc3faa63a0aee.jpg,dataset\train\labels\1_16-xcx_mp4-487_jpg.rf.5198f67d549c4bb8bbbbc3faa63a0aee.txt
train,dataset\train\images\1_16-xcx_mp4-488_jpg.rf.6d3a3b13f32c0849f3e58394de39f58b.jpg,dataset\train\labels\1_16-xcx_mp4-488_jpg.rf.6d3a3b13f32c0849f3e58394de39f58b.txt
train,dataset\train\images\1_16-xcx_mp4-492_jpg.rf.d75b2d3aff57fddfb5cbb1862ec081b3.jpg,dataset\train\labels\1_16-xcx_mp4-492_jpg.rf.d75b2d3aff57fddfb5cbb1862ec081b3.txt
train,dataset\train\images\1_16-xcx_mp4-493_jpg.rf.d52d57c0873a7aaf76e076258a578cd9.jpg,dataset\train\labels\1_16-xcx_mp4-493_jpg.rf.d52d57c0873a7aaf76e076258a578cd9.txt
train,dataset\train\images\1_16-xcx_mp4-494_jpg.rf.f4e395b5ad7eeffdb0f8c1896c9c343f.jpg,dataset\train\labels\1_16-xcx_mp4-494_jpg.rf.f4e395b5ad7eeffdb0f8c1896c9c343f.txt
train,dataset\train\images\1_16-xcx_mp4-496_jpg.rf.4d89af445f3e8022cce6043b56f06325.jpg,dataset\train\labels\1_16-xcx_mp4-496_jpg.rf.4d89af445f3e8022cce6043b56f06325.txt
train,dataset\train\images\1_16-xcx_mp4-497_jpg.rf.1cfd6090d9352ef6be770e95679b0ff2.jpg,dataset\train\labels\1_16-xcx_mp4-497_jpg.rf.1cfd6090d9352ef6be770e95679b0ff2.txt
train,dataset\train\images\1_16-xcx_mp4-498_jpg.rf.efcee4a981df1009ae879161bb04adaf.jpg,dataset\train\labels\1_16-xcx_mp4-498_jpg.rf.efcee4a981df1009ae879161bb04adaf.txt
train,dataset\train\images\1_16-xcx_mp4-499_jpg.rf.2df6b2844249727fde5cbf4e36609a93.jpg,dataset\train\labels\1_16-xcx_mp4-499_jpg.rf.2df6b2844249727fde5cbf4e36609a93.txt
train,dataset\train\images\1_16-xcx_mp4-49_jpg.rf.0b386f5663ddddfcce578433de9bab11.jpg,dataset\train\labels\1_16-xcx_mp4-49_jpg.rf.0b386f5663ddddfcce578433de9bab11.txt
train,dataset\train\images\1_16-xcx_mp4-501_jpg.rf.eecf1b29a0ce38097974287ce8e423e6.jpg,dataset\train\labels\1_16-xcx_mp4-501_jpg.rf.eecf1b29a0ce38097974287ce8e423e6.txt
train,dataset\train\images\1_16-xcx_mp4-502_jpg.rf.9ad369195dea56f89181430ce4787f02.jpg,dataset\train\labels\1_16-xcx_mp4-502_jpg.rf.9ad369195dea56f89181430ce4787f02.txt
train,dataset\train\images\1_16-xcx_mp4-503_jpg.rf.43313c4d7320ed89ba3b824e9ba7c7f6.jpg,dataset\train\labels\1_16-xcx_mp4-503_jpg.rf.43313c4d7320ed89ba3b824e9ba7c7f6.txt
train,dataset\train\images\1_16-xcx_mp4-504_jpg.rf.f49746bf7a39d3cb829d90036ea528e9.jpg,dataset\train\labels\1_16-xcx_mp4-504_jpg.rf.f49746bf7a39d3cb829d90036ea528e9.txt
train,dataset\train\images\1_16-xcx_mp4-506_jpg.rf.41a64b1ce4cbab92fd53024831a7f8dd.jpg,dataset\train\labels\1_16-xcx_mp4-506_jpg.rf.41a64b1ce4cbab92fd53024831a7f8dd.txt
train,dataset\train\images\1_16-xcx_mp4-507_jpg.rf.d1766cb190af17ec2bc08351ea1ce606.jpg,dataset\train\labels\1_16-xcx_mp4-507_jpg.rf.d1766cb190af17ec2bc08351ea1ce606.txt
train,dataset\train\images\1_16-xcx_mp4-509_jpg.rf.75486efbfe634459ec49adf1cccd02c4.jpg,dataset\train\labels\1_16-xcx_mp4-509_jpg.rf.75486efbfe634459ec49adf1cccd02c4.txt
train,dataset\train\images\1_16-xcx_mp4-511_jpg.rf.041daf3b72a3452ba5e5c812195b5eff.jpg,dataset\train\labels\1_16-xcx_mp4-511_jpg.rf.041daf3b72a3452ba5e5c812195b5eff.txt
train,dataset\train\images\1_16-xcx_mp4-513_jpg.rf.ba2364ce98ca227782afe232274d397d.jpg,dataset\train\labels\1_16-xcx_mp4-513_jpg.rf.ba2364ce98ca227782afe232274d397d.txt
train,dataset\train\images\1_16-xcx_mp4-514_jpg.rf.33ee5d9df10dc1931ce9caa85a018a25.jpg,dataset\train\labels\1_16-xcx_mp4-514_jpg.rf.33ee5d9df10dc1931ce9caa85a018a25.txt
train,dataset\train\images\1_16-xcx_mp4-515_jpg.rf.05832bab60d1494c23cdd727241b07ca.jpg,dataset\train\labels\1_16-xcx_mp4-515_jpg.rf.05832bab60d1494c23cdd727241b07ca.txt
train,dataset\train\images\1_16-xcx_mp4-518_jpg.rf.c28baa3d191ee89165f3a160a252ad7a.jpg,dataset\train\labels\1_16-xcx_mp4-518_jpg.rf.c28baa3d191ee89165f3a160a252ad7a.txt
train,dataset\train\images\1_16-xcx_mp4-51_jpg.rf.3ef5ccb085d928b6e9ee6c1b8ef2abc6.jpg,dataset\train\labels\1_16-xcx_mp4-51_jpg.rf.3ef5ccb085d928b6e9ee6c1b8ef2abc6.txt
train,dataset\train\images\1_16-xcx_mp4-522_jpg.rf.dd513854c6d04c7791069f6a8daa74dd.jpg,dataset\train\labels\1_16-xcx_mp4-522_jpg.rf.dd513854c6d04c7791069f6a8daa74dd.txt
train,dataset\train\images\1_16-xcx_mp4-524_jpg.rf.b435e49511a00790c8afc25cf07fd8aa.jpg,dataset\train\labels\1_16-xcx_mp4-524_jpg.rf.b435e49511a00790c8afc25cf07fd8aa.txt
train,dataset\train\images\1_16-xcx_mp4-526_jpg.rf.3c3cac2ce52bd7a0b0ef45b7081595bf.jpg,dataset\train\labels\1_16-xcx_mp4-526_jpg.rf.3c3cac2ce52bd7a0b0ef45b7081595bf.txt
train,dataset\train\images\1_16-xcx_mp4-527_jpg.rf.9803d082bbb46f0d6fcf3bc3e33567b7.jpg,dataset\train\labels\1_16-xcx_mp4-527_jpg.rf.9803d082bbb46f0d6fcf3bc3e33567b7.txt
train,dataset\train\images\1_16-xcx_mp4-528_jpg.rf.1acd3027a2f23956c5cf7ff78759ddbe.jpg,dataset\train\labels\1_16-xcx_mp4-528_jpg.rf.1acd3027a2f23956c5cf7ff78759ddbe.txt
train,dataset\train\images\1_16-xcx_mp4-529_jpg.rf.faa79de0a995d8c29c996458935a4d5e.jpg,dataset\train\labels\1_16-xcx_mp4-529_jpg.rf.faa79de0a995d8c29c996458935a4d5e.txt
train,dataset\train\images\1_16-xcx_mp4-531_jpg.rf.742a0dfefdc56746f3fab051a17ef30e.jpg,dataset\train\labels\1_16-xcx_mp4-531_jpg.rf.742a0dfefdc56746f3fab051a17ef30e.txt
train,dataset\train\images\1_16-xcx_mp4-532_jpg.rf.ff33146cab49541078eff18e1aa508fa.jpg,dataset\train\labels\1_16-xcx_mp4-532_jpg.rf.ff33146cab49541078eff18e1aa508fa.txt
train,dataset\train\images\1_16-xcx_mp4-534_jpg.rf.fd04204fa01ab05a6be19949d1ecc929.jpg,dataset\train\labels\1_16-xcx_mp4-534_jpg.rf.fd04204fa01ab05a6be19949d1ecc929.txt
train,dataset\train\images\1_16-xcx_mp4-537_jpg.rf.868dcf161d812c157dbded5842bdc623.jpg,dataset\train\labels\1_16-xcx_mp4-537_jpg.rf.868dcf161d812c157dbded5842bdc623.txt
train,dataset\train\images\1_16-xcx_mp4-538_jpg.rf.3a6775edb43f30a2b2fcad8c8f5a2b0f.jpg,dataset\train\labels\1_16-xcx_mp4-538_jpg.rf.3a6775edb43f30a2b2fcad8c8f5a2b0f.txt
train,dataset\train\images\1_16-xcx_mp4-541_jpg.rf.2ddb95d267263a0940ba2c1de8b56c4c.jpg,dataset\train\labels\1_16-xcx_mp4-541_jpg.rf.2ddb95d267263a0940ba2c1de8b56c4c.txt
train,dataset\train\images\1_16-xcx_mp4-543_jpg.rf.08518ec4507b74d434fe90214cb6fe9f.jpg,dataset\train\labels\1_16-xcx_mp4-543_jpg.rf.08518ec4507b74d434fe90214cb6fe9f.txt
train,dataset\train\images\1_16-xcx_mp4-546_jpg.rf.c008310f49cbd44f0be39a15a5e97486.jpg,dataset\train\labels\1_16-xcx_mp4-546_jpg.rf.c008310f49cbd44f0be39a15a5e97486.txt
train,dataset\train\images\1_16-xcx_mp4-547_jpg.rf.ac9c5f09f4067e74b444590b1febb650.jpg,dataset\train\labels\1_16-xcx_mp4-547_jpg.rf.ac9c5f09f4067e74b444590b1febb650.txt
train,dataset\train\images\1_16-xcx_mp4-548_jpg.rf.3cb27a3815d5e57c8ed2e166deb4574a.jpg,dataset\train\labels\1_16-xcx_mp4-548_jpg.rf.3cb27a3815d5e57c8ed2e166deb4574a.txt
train,dataset\train\images\1_16-xcx_mp4-551_jpg.rf.83770a2543b144114e9bdd3515a661a8.jpg,dataset\train\labels\1_16-xcx_mp4-551_jpg.rf.83770a2543b144114e9bdd3515a661a8.txt
train,dataset\train\images\1_16-xcx_mp4-552_jpg.rf.196e256a6c158f507c3a2494cbab2ea3.jpg,dataset\train\labels\1_16-xcx_mp4-552_jpg.rf.196e256a6c158f507c3a2494cbab2ea3.txt
train,dataset\train\images\1_16-xcx_mp4-554_jpg.rf.08b617ba4655b7754318b67db8263af0.jpg,dataset\train\labels\1_16-xcx_mp4-554_jpg.rf.08b617ba4655b7754318b67db8263af0.txt
train,dataset\train\images\1_16-xcx_mp4-556_jpg.rf.2ef3f75b525abc290fd9debb5c1d2a6a.jpg,dataset\train\labels\1_16-xcx_mp4-556_jpg.rf.2ef3f75b525abc290fd9debb5c1d2a6a.txt
train,dataset\train\images\1_16-xcx_mp4-557_jpg.rf.22d72e073f4aefcae12615128b4f93de.jpg,dataset\train\labels\1_16-xcx_mp4-557_jpg.rf.22d72e073f4aefcae12615128b4f93de.txt
train,dataset\train\images\1_16-xcx_mp4-558_jpg.rf.85d2e314ff9603350903ad6e2f185122.jpg,dataset\train\labels\1_16-xcx_mp4-558_jpg.rf.85d2e314ff9603350903ad6e2f185122.txt
train,dataset\train\images\1_16-xcx_mp4-559_jpg.rf.eca456e130e48d4b6c10ce59f55beb0b.jpg,dataset\train\labels\1_16-xcx_mp4-559_jpg.rf.eca456e130e48d4b6c10ce59f55beb0b.txt
train,dataset\train\images\1_16-xcx_mp4-563_jpg.rf.a7633c0887d58fab6aad45dfe4f535d3.jpg,dataset\train\labels\1_16-xcx_mp4-563_jpg.rf.a7633c0887d58fab6aad45dfe4f535d3.txt
train,dataset\train\images\1_16-xcx_mp4-564_jpg.rf.953cd3651cde510819db9a3f784ebe6b.jpg,dataset\train\labels\1_16-xcx_mp4-564_jpg.rf.953cd3651cde510819db9a3f784ebe6b.txt
train,dataset\train\images\1_16-xcx_mp4-567_jpg.rf.6478cd95c10aa0c26298da749ae8c940.jpg,dataset\train\labels\1_16-xcx_mp4-567_jpg.rf.6478cd95c10aa0c26298da749ae8c940.txt
train,dataset\train\images\1_16-xcx_mp4-571_jpg.rf.d82a1bd84fda78a983c1561597d26626.jpg,dataset\train\labels\1_16-xcx_mp4-571_jpg.rf.d82a1bd84fda78a983c1561597d26626.txt
train,dataset\train\images\1_16-xcx_mp4-572_jpg.rf.644dae3d781cea1570a864eb81c7fef3.jpg,dataset\train\labels\1_16-xcx_mp4-572_jpg.rf.644dae3d781cea1570a864eb81c7fef3.txt
train,dataset\train\images\1_16-xcx_mp4-574_jpg.rf.6dbec3529d243fa696e8c66dbe03d1ab.jpg,dataset\train\labels\1_16-xcx_mp4-574_jpg.rf.6dbec3529d243fa696e8c66dbe03d1ab.txt
train,dataset\train\images\1_16-xcx_mp4-576_jpg.rf.7d209ca9b8289b8962ff00c781cb170f.jpg,dataset\train\labels\1_16-xcx_mp4-576_jpg.rf.7d209ca9b8289b8962ff00c781cb170f.txt
train,dataset\train\images\1_16-xcx_mp4-577_jpg.rf.918c7c6f39a5269e73049c4ddfc401cf.jpg,dataset\train\labels\1_16-xcx_mp4-577_jpg.rf.918c7c6f39a5269e73049c4ddfc401cf.txt
train,dataset\train\images\1_16-xcx_mp4-582_jpg.rf.eddc0c75d4ede71ae6952c67158a969c.jpg,dataset\train\labels\1_16-xcx_mp4-582_jpg.rf.eddc0c75d4ede71ae6952c67158a969c.txt
train,dataset\train\images\1_16-xcx_mp4-583_jpg.rf.8eda4431bb10520881d2b4b0b3946d54.jpg,dataset\train\labels\1_16-xcx_mp4-583_jpg.rf.8eda4431bb10520881d2b4b0b3946d54.txt
train,dataset\train\images\1_16-xcx_mp4-584_jpg.rf.02a33a6ac90ffc6794a473450abc2266.jpg,dataset\train\labels\1_16-xcx_mp4-584_jpg.rf.02a33a6ac90ffc6794a473450abc2266.txt
train,dataset\train\images\1_16-xcx_mp4-587_jpg.rf.4e2ee3df30495a27166b4e2a46094fc4.jpg,dataset\train\labels\1_16-xcx_mp4-587_jpg.rf.4e2ee3df30495a27166b4e2a46094fc4.txt
train,dataset\train\images\1_16-xcx_mp4-588_jpg.rf.fa32c0f97f35137c9a6675cc39314b62.jpg,dataset\train\labels\1_16-xcx_mp4-588_jpg.rf.fa32c0f97f35137c9a6675cc39314b62.txt
train,dataset\train\images\1_16-xcx_mp4-58_jpg.rf.ece0fc7c2271bd197ed47cbd594a6b3c.jpg,dataset\train\labels\1_16-xcx_mp4-58_jpg.rf.ece0fc7c2271bd197ed47cbd594a6b3c.txt
train,dataset\train\images\1_16-xcx_mp4-591_jpg.rf.0ce54f7e2de12b1755d5e878c595a3d5.jpg,dataset\train\labels\1_16-xcx_mp4-591_jpg.rf.0ce54f7e2de12b1755d5e878c595a3d5.txt
train,dataset\train\images\1_16-xcx_mp4-593_jpg.rf.8e702fb48ad326846a66b9603f475278.jpg,dataset\train\labels\1_16-xcx_mp4-593_jpg.rf.8e702fb48ad326846a66b9603f475278.txt
train,dataset\train\images\1_16-xcx_mp4-594_jpg.rf.7fed903ed8d3de8e137d2bc9634d4d52.jpg,dataset\train\labels\1_16-xcx_mp4-594_jpg.rf.7fed903ed8d3de8e137d2bc9634d4d52.txt
train,dataset\train\images\1_16-xcx_mp4-596_jpg.rf.99de7c5105e69499df8a10fa61d8afcc.jpg,dataset\train\labels\1_16-xcx_mp4-596_jpg.rf.99de7c5105e69499df8a10fa61d8afcc.txt
train,dataset\train\images\1_16-xcx_mp4-597_jpg.rf.9b0bd86081ac26ac772c6f0f967d22a3.jpg,dataset\train\labels\1_16-xcx_mp4-597_jpg.rf.9b0bd86081ac26ac772c6f0f967d22a3.txt
train,dataset\train\images\1_16-xcx_mp4-598_jpg.rf.94582791624ac3ef22a6476be1170235.jpg,dataset\train\labels\1_16-xcx_mp4-598_jpg.rf.94582791624ac3ef22a6476be1170235.txt
train,dataset\train\images\1_16-xcx_mp4-601_jpg.rf.d0376b9a1726d384a2481ce30af0ae5a.jpg,dataset\train\labels\1_16-xcx_mp4-601_jpg.rf.d0376b9a1726d384a2481ce30af0ae5a.txt
train,dataset\train\images\1_16-xcx_mp4-602_jpg.rf.1e67c16aa099b470750d5115d30e711b.jpg,dataset\train\labels\1_16-xcx_mp4-602_jpg.rf.1e67c16aa099b470750d5115d30e711b.txt
train,dataset\train\images\1_16-xcx_mp4-603_jpg.rf.bfcad132eb9513ab2a6b7f1113211af6.jpg,dataset\train\labels\1_16-xcx_mp4-603_jpg.rf.bfcad132eb9513ab2a6b7f1113211af6.txt
train,dataset\train\images\1_16-xcx_mp4-606_jpg.rf.f5d1044826d7158ebf47f888d3100b73.jpg,dataset\train\labels\1_16-xcx_mp4-606_jpg.rf.f5d1044826d7158ebf47f888d3100b73.txt
train,dataset\train\images\1_16-xcx_mp4-607_jpg.rf.53f10bbfb6748d6d4af25eb43b5600bb.jpg,dataset\train\labels\1_16-xcx_mp4-607_jpg.rf.53f10bbfb6748d6d4af25eb43b5600bb.txt
train,dataset\train\images\1_16-xcx_mp4-608_jpg.rf.96be505740575cfd26263e86f06acaa8.jpg,dataset\train\labels\1_16-xcx_mp4-608_jpg.rf.96be505740575cfd26263e86f06acaa8.txt
train,dataset\train\images\1_16-xcx_mp4-609_jpg.rf.0df55a767a4e0def5d685583688ab065.jpg,dataset\train\labels\1_16-xcx_mp4-609_jpg.rf.0df55a767a4e0def5d685583688ab065.txt
train,dataset\train\images\1_16-xcx_mp4-611_jpg.rf.5b959c59c6ef4dfa56a6e22fdb3eb6db.jpg,dataset\train\labels\1_16-xcx_mp4-611_jpg.rf.5b959c59c6ef4dfa56a6e22fdb3eb6db.txt
train,dataset\train\images\1_16-xcx_mp4-612_jpg.rf.7583289be3ee0648cf16445fa06bc54f.jpg,dataset\train\labels\1_16-xcx_mp4-612_jpg.rf.7583289be3ee0648cf16445fa06bc54f.txt
train,dataset\train\images\1_16-xcx_mp4-614_jpg.rf.e39675863241e2b3cf74ed4b70131eab.jpg,dataset\train\labels\1_16-xcx_mp4-614_jpg.rf.e39675863241e2b3cf74ed4b70131eab.txt
train,dataset\train\images\1_16-xcx_mp4-616_jpg.rf.55ef61424fe18f881751c7a2fead83a2.jpg,dataset\train\labels\1_16-xcx_mp4-616_jpg.rf.55ef61424fe18f881751c7a2fead83a2.txt
train,dataset\train\images\1_16-xcx_mp4-617_jpg.rf.01d2e98540f411c963edaa958427d52f.jpg,dataset\train\labels\1_16-xcx_mp4-617_jpg.rf.01d2e98540f411c963edaa958427d52f.txt
train,dataset\train\images\1_16-xcx_mp4-618_jpg.rf.3fa6db66c921bae072d04227a9fa31d3.jpg,dataset\train\labels\1_16-xcx_mp4-618_jpg.rf.3fa6db66c921bae072d04227a9fa31d3.txt
train,dataset\train\images\1_16-xcx_mp4-61_jpg.rf.2903ba393f7ee3e3b43e0cefa9b5a8da.jpg,dataset\train\labels\1_16-xcx_mp4-61_jpg.rf.2903ba393f7ee3e3b43e0cefa9b5a8da.txt
train,dataset\train\images\1_16-xcx_mp4-621_jpg.rf.b6ac2394150e92caabe1f44ea59f5c44.jpg,dataset\train\labels\1_16-xcx_mp4-621_jpg.rf.b6ac2394150e92caabe1f44ea59f5c44.txt
train,dataset\train\images\1_16-xcx_mp4-622_jpg.rf.457edbc13379990136ab97cf55685bb0.jpg,dataset\train\labels\1_16-xcx_mp4-622_jpg.rf.457edbc13379990136ab97cf55685bb0.txt
train,dataset\train\images\1_16-xcx_mp4-623_jpg.rf.68c179a102ca23ef4a2939ad2a96dca6.jpg,dataset\train\labels\1_16-xcx_mp4-623_jpg.rf.68c179a102ca23ef4a2939ad2a96dca6.txt
train,dataset\train\images\1_16-xcx_mp4-627_jpg.rf.38402ab4ac02230b0e9276154e88324a.jpg,dataset\train\labels\1_16-xcx_mp4-627_jpg.rf.38402ab4ac02230b0e9276154e88324a.txt
train,dataset\train\images\1_16-xcx_mp4-628_jpg.rf.18e498dd85b7b305b1d3f446e79d9e98.jpg,dataset\train\labels\1_16-xcx_mp4-628_jpg.rf.18e498dd85b7b305b1d3f446e79d9e98.txt
train,dataset\train\images\1_16-xcx_mp4-62_jpg.rf.4e913f39b8fa7652bd6674dcf80178f8.jpg,dataset\train\labels\1_16-xcx_mp4-62_jpg.rf.4e913f39b8fa7652bd6674dcf80178f8.txt
